percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
2.1056099873755114,77.0,73.0,3.96,76.0,6.425549057783899,0.0,9.5
7.884792482754586,86.0,72.0,8.15,72.0,9.995600216640488,0.813,14.6
4.346382479684544,99.0,99.0,3.73,99.0,8.574060296718862,0.747,14.3
4.03616413501024,98.0,98.0,5.81,98.0,6.350045625717198,0.599,10.1
9.091194889072415,92.0,92.0,9.2,92.0,10.85660860438734,0.927,19.5
5.100508246204954,68.0,67.0,3.37,7.0,7.2178962345216915,0.0,10.1
5.745421157355861,97.0,97.0,9.15,97.0,7.667520356341335,0.614,11.6
3.733517456884466,76.0,76.0,6.45,76.0,5.575511700681622,0.311,6.2
6.363257669774328,95.0,92.0,8.45,92.0,8.136727428363427,0.91,20.3
6.004925011712411,8.0,83.0,5.96,8.0,7.781913387420392,0.653,11.4
4.576426354754442,88.0,95.0,6.85,98.0,6.359372860582331,0.78,16.3
1.315488401087954,67.0,66.0,0.76,67.0,4.749805365266924,0.607,12.5
4.898757939525776,49.0,54.0,3.47,54.0,7.752905134056832,0.492,9.5
4.394854473754129,98.0,99.0,6.51,99.0,8.756652907215383,0.776,15.5
4.46742041639477,78.0,84.0,4.72,84.0,7.018128888063355,0.44,6.4
6.254129493481522,71.0,7.0,8.26,69.0,8.236601323950346,0.613,12.9
4.017469582662569,91.0,91.0,11.24,91.0,6.333099192501591,0.401,9.1
5.303645369001144,78.0,8.0,2.85,78.0,8.158400545872341,0.682,12.9
7.627248862890736,95.0,96.0,8.11,99.0,9.487947055230329,0.888,13.5
3.795120401403063,45.0,46.0,3.9,45.0,6.103550159673676,0.352,6.6
3.0344997296748986,97.0,97.0,3.83,97.0,5.467565879767597,0.589,12.6
5.034591960497497,98.0,99.0,4.33,99.0,7.420077421005878,0.703,11.5
6.241422944310854,93.0,96.0,4.71,96.0,8.650933451976334,0.63,12.1
5.400385049728664,98.0,96.0,6.88,99.0,9.441493747627556,0.822,15.1
8.578829528288123,83.0,83.0,1.56,83.0,10.510380147849135,0.841,14.7
3.854327248209805,92.0,98.0,6.36,98.0,5.91266476251876,0.723,14.8
8.21172376987035,95.0,99.0,9.76,99.0,10.373437495965806,0.853,15.9
6.598326790075477,89.0,86.0,9.57,86.0,8.555442147951574,0.742,14.2
2.816291465615762,98.0,96.0,6.88,99.0,4.958969158282153,0.813,15.0
9.370403863201268,91.0,91.0,9.36,91.0,11.124219218364104,0.933,20.3
6.301612504587525,95.0,95.0,7.12,95.0,8.607557846977695,0.737,14.4
6.0751646164731286,96.0,98.0,3.49,98.0,8.12265395084383,0.686,12.4
6.565711485402958,79.0,75.0,7.77,79.0,8.597045294956729,0.609,12.9
5.954574691274996,91.0,91.0,9.31,91.0,7.407585750999655,0.768,13.9
0.6670733771395146,87.0,87.0,5.96,87.0,4.230504129626032,0.416,9.1
2.354273939540525,85.0,85.0,1.87,85.0,6.469174923256077,0.493,8.2
5.664581147048352,41.0,55.0,4.47,49.0,7.852541081710915,0.671,12.6
4.280542258460885,65.0,6.0,8.16,65.0,6.372054843111785,0.479,10.1
7.519401571156282,8.0,8.0,8.3,8.0,9.441034339025888,0.78,13.0
5.915208875490272,88.0,88.0,4.24,88.0,8.28362371857354,0.683,12.5
5.417526945984604,94.0,96.0,4.56,94.0,8.076944587489136,0.72,12.3
1.332620688510292,2.0,76.0,5.48,78.0,5.5401810771483255,0.457,9.2
7.932412176060647,93.0,96.0,9.36,96.0,10.023611656419297,0.839,15.6
7.170242425899271,98.0,96.0,7.12,99.0,9.352585596279006,0.818,15.1
6.983523101108116,98.0,98.0,9.3,98.0,8.670707332810172,0.641,11.8
4.290677658433158,66.0,78.0,2.91,72.0,7.369760758129287,0.632,10.9
3.2664016922463945,83.0,87.0,5.26,84.0,7.401510041179976,0.516,9.4
4.449954233425926,82.0,83.0,6.43,82.0,6.385503831051236,0.515,11.1
2.4165024121649954,91.0,83.0,4.31,91.0,4.92327331019666,0.463,8.3
8.306712216963643,93.0,93.0,4.14,92.0,10.43933690957818,0.815,12.8
5.349426684637986,92.0,95.0,6.35,96.0,7.331634770175489,0.797,14.8
6.355047220502887,98.0,98.0,9.25,98.0,8.150569404308944,0.541,11.4
9.029226776982512,95.0,95.0,11.24,95.0,10.55653014003601,0.901,19.7
8.25076391726074,95.0,92.0,8.32,93.0,10.063324275707428,0.905,20.6
6.627988084944765,99.0,99.0,5.76,99.0,8.98066860138247,0.0,15.4
6.198592230374567,87.0,89.0,8.25,89.0,7.929088730022162,0.886,18.9
3.531503069039001,92.0,93.0,5.21,92.0,6.243291735293945,0.722,12.8
7.055369148053145,99.0,99.0,4.53,99.0,9.184081152798267,0.0,0.0
5.465341709461229,95.0,98.0,4.32,99.0,9.424498863868822,0.774,14.7
3.083900128939619,75.0,75.0,4.96,75.0,5.7889767302914805,0.421,9.7
2.379923347235624,8.0,8.0,4.86,8.0,6.732157188944585,0.458,10.0
7.230728306316781,98.0,98.0,3.37,98.0,9.670765549594348,0.803,13.9
4.027525588784179,42.0,71.0,4.21,71.0,6.549286153461804,0.461,7.2
9.183403615124176,55.0,91.0,1.67,91.0,10.866942769021335,0.909,15.9
6.853987469189327,88.0,71.0,5.23,88.0,8.792415398337125,0.731,13.4
7.551550988069176,9.0,91.0,4.4,9.0,9.9612430538894,0.767,12.4
6.984121796201718,96.0,92.0,5.48,91.0,9.054785099837495,0.797,15.3
4.764381703574055,83.0,83.0,4.11,8.0,7.36420318187784,0.624,11.0
7.610180847365356,98.0,98.0,4.68,98.0,10.10954329529668,0.841,15.8
2.89985539625697,64.0,58.0,7.43,58.0,5.611534757389504,0.405,8.1
5.958780992080036,94.0,95.0,9.47,95.0,7.359255209583491,0.762,13.7
1.676148609313836,62.0,63.0,5.39,62.0,3.976847072043727,0.396,8.5
4.205384175285683,88.0,92.0,8.58,91.0,6.356657231876204,0.71,13.1
2.955775228815133,91.0,95.0,1.52,91.0,7.309322868288598,0.584,11.9
3.724525741660742,42.0,45.0,3.58,42.0,6.111382721732008,0.345,6.4
7.341895937891436,92.0,92.0,5.88,92.0,9.663079409636527,0.822,16.0
2.7444531422929948,81.0,75.0,6.63,81.0,6.742037300331668,0.766,13.3
5.53972766355078,94.0,94.0,8.43,94.0,7.686115603596239,0.485,7.2
6.567368726994525,95.0,97.0,4.49,97.0,9.064677911733874,0.742,12.0
4.735754266426956,94.0,94.0,8.23,94.0,6.138050220005051,0.712,11.9
6.99480858992586,68.0,65.0,8.79,65.0,8.929192067630968,0.644,12.8
3.97975533268294,98.0,98.0,3.5,98.0,7.1013152558279735,0.755,14.3
3.2477740808417463,78.0,78.0,1.57,78.0,5.170001549134385,0.467,6.3
3.501467360696128,97.0,97.0,8.57,97.0,5.364033934141321,0.611,11.7
5.554074736939422,94.0,98.0,5.29,98.0,7.721318969448099,0.654,13.1
4.706870664273228,96.0,97.0,5.23,96.0,6.89613340254172,0.53,11.1
2.8610282021818687,9.0,91.0,5.97,9.0,6.895476013738377,0.611,11.1
6.50237920486033,93.0,93.0,6.77,94.0,8.291489333061376,0.676,13.2
6.36843922714129,85.0,84.0,6.3,85.0,8.147238730554822,0.611,10.7
3.627166072375962,62.0,58.0,8.9,62.0,5.667246244917553,0.427,11.6
0.0,76.0,76.0,6.16,75.0,6.3091676547610165,0.427,9.8
3.0036278869996016,99.0,99.0,6.15,99.0,5.689503439399156,0.623,11.6
6.085528317284632,97.0,97.0,3.47,97.0,9.049541085514996,0.747,12.5
4.636574050104193,55.0,91.0,1.45,91.0,6.301581368019077,0.912,15.9
7.679733701687501,96.0,99.0,8.8,99.0,9.983904730087067,0.862,17.2
4.171108613740999,97.0,93.0,7.91,97.0,6.3359253028737,0.454,10.0
4.058443855117909,89.0,88.0,5.95,89.0,6.667837936041969,0.519,10.6
5.895454058669798,93.0,94.0,4.6,94.0,8.743624329490062,0.732,15.7
5.263499704681872,66.0,71.0,3.93,69.0,8.416781454771373,0.638,10.3
1.7900433845967592,68.0,67.0,8.1,68.0,4.409953924684017,0.483,9.1
5.757841060731299,94.0,95.0,3.74,95.0,8.508450634995807,0.731,12.7
7.5856958311141245,93.0,93.0,6.59,93.0,9.662296098196228,0.834,16.4
2.310014370046052,97.0,93.0,7.71,97.0,6.427002318935772,0.464,10.2
8.430212958887068,97.0,98.0,3.1,97.0,10.849133090894652,0.83,13.7
2.377198604077141,98.0,98.0,7.68,98.0,6.521794184471872,0.475,10.5
5.141952717615532,93.0,93.0,2.56,93.0,7.953190517652527,0.809,12.6
3.080476516745162,99.0,99.0,3.21,99.0,5.818661668612694,0.752,13.7
7.024624979452669,86.0,86.0,5.96,86.0,9.15752686791839,0.719,12.7
5.245501214780518,96.0,93.0,13.66,94.0,7.21423374544126,0.574,11.8
5.636320863049348,95.0,96.0,4.55,95.0,8.254422559772788,0.736,12.7
3.835959915245361,88.0,88.0,2.28,88.0,7.141952537947965,0.547,9.1
4.210324565243476,96.0,96.0,8.89,96.0,6.142434423539492,0.866,16.3
5.2865867147035015,86.0,78.0,4.99,86.0,7.4615726887673235,0.57,12.5
8.068012669070797,95.0,99.0,9.18,99.0,10.200578682398836,0.859,16.4
6.340301484243187,8.0,82.0,5.18,8.0,8.341255158430798,0.716,14.3
5.202776642420411,98.0,99.0,4.69,99.0,7.295951623248969,0.786,14.4
3.770802972645638,51.0,79.0,6.56,77.0,6.785185300236318,0.659,10.8
6.565449632984109,93.0,95.0,6.13,95.0,8.899285230420134,0.774,14.2
6.428689085754386,75.0,74.0,8.91,75.0,8.598814386776175,0.0,14.2
8.403215656996169,97.0,98.0,8.23,98.0,10.257087090257365,0.844,15.9
6.059836617204286,92.0,93.0,5.36,92.0,8.488123490079342,0.727,12.8
3.061508187243031,87.0,87.0,8.71,87.0,4.976643379717299,0.451,5.9
6.687171530450438,98.0,99.0,4.17,99.0,8.676061119853433,0.729,13.7
5.847778091645557,96.0,98.0,4.3,98.0,8.043433946506317,0.602,11.9
2.121639574704708,47.0,47.0,3.62,47.0,6.189107996900368,0.366,7.1
1.5862500891901214,64.0,79.0,4.82,64.0,3.433338532852864,0.388,10.4
7.935114136594145,99.0,99.0,2.56,99.0,10.787274887963342,0.796,13.1
5.466821998159115,9.0,9.0,5.16,9.0,8.365063232489932,0.721,12.7
3.8182866667059616,64.0,59.0,9.36,64.0,5.758233497002263,0.429,10.9
6.669854392237591,96.0,99.0,1.19,96.0,8.644203115666468,0.784,17.6
7.942712313206664,94.0,93.0,9.98,93.0,9.84086444914753,0.79,15.4
4.651364342491209,59.0,76.0,4.6,63.0,7.073036376678545,0.469,8.9
8.30860257631206,86.0,96.0,1.15,93.0,10.07273724735152,0.86,16.2
5.118043777036767,93.0,93.0,5.71,93.0,9.46264372555368,0.757,14.4
5.149619524856757,97.0,99.0,5.41,99.0,7.967608637991887,0.589,10.3
3.786168886178328,91.0,92.0,4.2,93.0,6.207089637494888,0.697,12.6
0.8753131973415127,57.0,46.0,3.8,63.0,3.92111702916094,0.364,7.6
4.063509064533305,91.0,96.0,5.4,94.0,6.664742764396565,0.645,10.8
3.24771291469915,94.0,94.0,8.17,94.0,6.870377517110407,0.77,15.7
3.618933069874581,73.0,73.0,4.29,73.0,6.1309750559198495,0.461,8.9
4.869271979308446,99.0,99.0,2.74,99.0,7.565144387322247,0.797,13.5
0.1026071041971583,99.0,99.0,5.29,99.0,2.2381993068585566,0.74,14.0
4.215519449558891,92.0,94.0,5.31,94.0,7.254713188284023,0.54,8.8
3.616294970861433,72.0,78.0,1.2,72.0,6.631094176717904,0.599,12.1
3.385113993593237,99.0,99.0,5.17,98.0,5.9842636049445135,0.607,11.3
4.623094769490951,89.0,97.0,5.78,97.0,7.354953537581851,0.8,12.4
1.0106699140710311,87.0,82.0,9.84,87.0,2.807855716274604,0.286,5.6
6.580019689017104,83.0,83.0,7.89,83.0,8.554986696207395,0.604,11.4
2.7548885455196648,97.0,97.0,6.27,97.0,5.250604795816188,0.674,10.7
1.2648148824029266,86.0,86.0,6.12,86.0,4.758451751101692,0.583,11.0
7.365099324655405,92.0,94.0,5.93,92.0,9.86921918341874,0.778,12.7
2.3208499866228194,9.0,87.0,8.47,88.0,6.823756867903228,0.44,10.6
7.403858950655761,93.0,93.0,5.64,93.0,9.708900211229968,0.771,15.0
4.547252736777196,59.0,52.0,6.68,55.0,6.292337881037895,0.422,6.6
3.8475889965889754,69.0,91.0,5.7,89.0,5.856879609413985,0.476,9.6
7.01298834371844,91.0,92.0,6.55,92.0,9.334963910840672,0.815,16.0
5.443509834283796,96.0,99.0,7.4,99.0,8.076147298371147,0.849,14.1
4.118168205660799,77.0,77.0,11.23,77.0,5.941984300261261,0.406,9.5
6.22135428087603,97.0,98.0,4.38,97.0,8.647689615404115,0.713,13.4
6.018547598613997,96.0,97.0,3.61,97.0,8.891535110828206,0.736,12.3
5.9984230417803,99.0,99.0,4.6,99.0,8.378878121975427,0.709,14.7
3.394787246574538,93.0,88.0,6.63,94.0,5.245882183611735,0.551,9.8
5.42151658550045,91.0,91.0,4.81,91.0,7.362631725275328,0.554,10.9
5.348973096134336,99.0,98.0,3.57,99.0,7.833519713288694,0.596,12.5
2.4795874277770653,91.0,93.0,5.84,91.0,4.583614346252747,0.609,11.0
8.421022266717287,96.0,96.0,3.96,96.0,10.748726427023076,0.889,14.5
4.278282173607238,84.0,93.0,4.44,96.0,7.198763346176144,0.53,8.5
8.530013282545758,89.0,99.0,2.19,89.0,11.371980509961483,0.854,13.4
9.348245556860926,42.0,98.0,11.7,98.0,10.995314994600106,0.901,16.0
6.270832770972506,74.0,74.0,9.3,74.0,8.599080909856324,0.0,14.8
8.804647544141849,9.0,93.0,11.2,93.0,10.425026039225084,0.899,20.3
4.062448722071939,73.0,7.0,6.28,69.0,6.087586425577613,0.333,5.5
4.517267631217479,95.0,95.0,11.14,95.0,6.320256148737966,0.887,15.7
6.7868004421534245,87.0,85.0,6.14,87.0,8.915278036256396,0.696,12.1
7.672267195067624,94.0,93.0,5.83,93.0,9.767429738050954,0.838,16.4
4.224404334594568,75.0,71.0,6.87,8.0,5.913920583035287,0.341,7.3
3.674473898042144,58.0,87.0,2.22,84.0,7.066963920015749,0.533,9.1
4.273267603654815,79.0,96.0,9.1,77.0,6.718512473509951,0.0,11.7
4.075903864918096,87.0,88.0,6.3,89.0,6.76151062775297,0.437,10.7
6.49352675173933,98.0,98.0,7.37,98.0,8.39604715927094,0.622,12.0
1.6580872533550708,81.0,88.0,4.56,86.0,5.046765158571207,0.455,7.2
3.7225148868081024,78.0,77.0,3.4,78.0,6.773964112047762,0.501,6.5
2.4961834495021296,98.0,99.0,6.65,98.0,5.301170592225588,0.533,10.1
5.127648582906868,83.0,74.0,12.23,82.0,7.254406533177003,0.572,11.6
5.903339565381609,72.0,71.0,8.31,71.0,7.894609222047529,0.629,13.0
3.236508927505592,95.0,95.0,4.36,95.0,7.160508202133014,0.789,15.0
1.80882132410188,48.0,55.0,7.56,48.0,4.432182671566704,0.487,9.1
3.724576504433435,86.0,85.0,5.46,86.0,6.542039431821256,0.41,9.0
7.5283831745256276,89.0,89.0,9.1,9.0,8.841034005891787,0.74,12.9
6.306345846319958,95.0,96.0,5.64,95.0,8.755762155357676,0.669,12.3
6.579759943278847,81.0,91.0,6.84,98.0,8.355279807479912,0.775,16.3
4.357072809157884,69.0,69.0,4.57,69.0,6.4760291027750885,0.451,9.9
1.788905467269499,24.0,32.0,3.31,24.0,4.448000909779522,0.343,6.3
7.045873610499124,97.0,97.0,5.69,97.0,9.026348936991392,0.796,15.7
7.139613051738394,99.0,99.0,9.16,99.0,8.78611231042363,0.675,12.1
6.082402098619286,93.0,88.0,6.81,87.0,7.985609342115472,0.502,9.9
5.068916441139046,6.0,59.0,8.39,62.0,6.458904927630523,0.439,7.6
1.185525159250587,84.0,85.0,5.35,86.0,3.977053155696309,0.586,10.9
5.540556120482781,99.0,95.0,3.35,94.0,7.950493260286681,0.689,13.3
3.172327133241203,97.0,97.0,4.21,97.0,7.210698357634711,0.0,0.0
4.108142492124642,81.0,76.0,4.8,81.0,6.733617484071874,0.494,10.1
4.3336981277993205,99.0,99.0,2.64,99.0,6.885465292772042,0.739,13.2
4.542091703435266,78.0,82.0,7.58,78.0,6.475043442179258,0.477,10.0
6.990256285024244,98.0,98.0,8.9,99.0,9.485580834331566,0.724,14.0
6.067771638586006,95.0,95.0,5.12,95.0,8.403888913011384,0.714,13.6
2.584136474102924,98.0,98.0,5.3,98.0,6.541310476446996,0.754,13.8
4.867737017629775,84.0,84.0,4.64,84.0,6.828641904353177,0.51,8.7
4.171351125161602,77.0,79.0,4.51,77.0,6.114881597411441,0.717,14.4
4.248786978061698,45.0,76.0,3.0,79.0,6.865147775764517,0.622,11.4
4.766480553969516,95.0,94.0,6.2,94.0,6.830488142843713,0.807,16.4
7.2416921363869,96.0,96.0,3.55,96.0,9.637936762584648,0.767,12.5
5.898724513745888,97.0,97.0,9.78,97.0,7.68679720291171,0.614,11.6
8.876872467047592,98.0,99.0,1.59,99.0,10.767229398729368,0.89,16.3
6.171835225300158,98.0,98.0,6.15,98.0,8.544021461378266,0.761,15.2
7.078689197040649,88.0,89.0,7.82,89.0,8.565256876906782,0.727,12.6
5.76700970768118,94.0,98.0,9.34,98.0,7.816883545532196,0.85,16.3
1.5062166402956578,8.0,65.0,4.28,65.0,4.367154084551131,0.526,9.4
2.0836801495762645,82.0,84.0,4.6,82.0,6.100741867063194,0.712,14.4
5.145356053643445,93.0,92.0,4.67,93.0,7.573859831577332,0.622,11.7
3.694491111272042,95.0,99.0,4.59,97.0,8.15255737133773,0.672,11.9
6.175708021875499,97.0,97.0,4.47,97.0,8.54041237562932,0.704,13.0
3.642078365696075,96.0,96.0,5.66,96.0,6.258306521652012,0.725,12.8
6.891881767871434,98.0,94.0,5.83,94.0,9.023828080828633,0.797,15.8
6.692570631897196,82.0,8.0,3.13,82.0,9.187601918697158,0.669,12.5
8.916622037898605,85.0,85.0,1.4,85.0,10.749090817192403,0.86,15.2
4.819769619260286,75.0,87.0,4.82,86.0,7.162120655937893,0.61,9.9
3.1011666457843536,77.0,99.0,6.93,97.0,5.007446802923258,0.691,14.3
7.7019887337303965,94.0,93.0,6.55,93.0,9.714502124792716,0.841,16.5
8.766605844691108,51.0,98.0,11.28,98.0,10.63662753777343,0.879,16.0
5.963000746957764,95.0,95.0,3.7,95.0,8.403646571963312,0.824,13.3
2.12124223487826,93.0,96.0,5.56,94.0,4.5450608463285,0.657,10.8
5.520250037041881,97.0,97.0,9.9,99.0,7.455452262176026,0.706,12.7
5.589275411014079,81.0,97.0,5.99,97.0,7.77342381754582,0.727,12.8
8.206519356321735,96.0,96.0,3.45,96.0,10.648117356247305,0.826,13.3
4.189194710622143,73.0,79.0,4.39,82.0,7.277928496928048,0.59,11.3
7.029132634878868,88.0,98.0,6.12,98.0,9.703406720403724,0.805,12.5
3.4006382650522573,65.0,65.0,2.56,65.0,6.478276485997514,0.474,5.6
2.790923755376677,67.0,5.0,8.79,5.0,5.394269852756704,0.381,6.8
3.913860960154091,17.0,3.0,2.92,19.0,6.836014769406788,0.338,6.0
3.2093789015103176,98.0,99.0,8.27,99.0,6.1699929732356855,0.694,13.8
2.03607096073395,79.0,67.0,6.25,63.0,5.97327837918711,0.318,5.2
4.401680767611986,9.0,9.0,5.89,9.0,6.526191133802179,0.538,12.3
7.041597475926992,67.0,98.0,11.93,98.0,8.685956411290743,0.906,15.8
6.497176672245919,91.0,91.0,5.99,91.0,8.819624388850587,0.0,15.1
6.459904626052012,96.0,96.0,3.93,96.0,10.881205893111144,0.911,15.2
3.562175960812559,96.0,96.0,1.93,96.0,5.980069051882639,0.0,10.5
4.566364482490389,96.0,96.0,5.88,96.0,8.89885686086056,0.0,15.3
3.310808157072449,99.0,98.0,4.3,98.0,7.237674735817192,0.782,15.0
3.664961179658894,45.0,94.0,2.68,93.0,6.184469398332387,0.499,8.2
7.99259785310499,98.0,98.0,2.57,98.0,10.844777452934412,0.794,13.2
6.535382431877281,97.0,95.0,4.28,95.0,9.066043990618851,0.745,12.1
3.670056932931805,9.0,91.0,8.28,87.0,5.844476440533502,0.697,12.7
2.8328692801671416,92.0,89.0,7.86,92.0,5.284458082823616,0.319,7.9
5.231650700916512,96.0,98.0,4.3,97.0,7.282704247400793,0.0,10.3
3.1934214857178014,97.0,98.0,3.4,98.0,6.100710601772685,0.715,11.6
3.9138696896567344,81.0,86.0,4.2,82.0,6.23906530769762,0.692,12.8
2.6930160613165435,97.0,97.0,11.67,97.0,6.240520359134443,0.444,10.6
2.421559514668181,82.0,83.0,2.81,77.0,5.382326014856806,0.641,11.7
9.300914195660686,53.0,98.0,11.8,98.0,10.953185766858256,0.903,15.8
3.344203962562767,6.0,58.0,4.22,63.0,6.433451821430018,0.518,9.2
2.7451948376220483,63.0,66.0,4.24,63.0,5.291601978719912,0.487,9.3
7.059322711955602,2.0,97.0,11.1,97.0,10.809238052819882,0.921,18.1
6.045705685306464,71.0,85.0,4.95,85.0,8.370444292861277,0.641,10.7
1.0508229321735638,81.0,83.0,6.11,81.0,2.650011329184544,0.479,10.9
1.735822474446175,63.0,74.0,5.79,82.0,3.6754339673132095,0.66,12.3
5.855232229409847,98.0,98.0,5.79,98.0,8.322427294820676,0.721,12.2
4.113917060262796,88.0,87.0,5.64,88.0,6.783881627876044,0.533,10.7
3.2282143531628,63.0,69.0,2.61,67.0,6.336107494515191,0.465,5.6
3.4637087081784723,85.0,81.0,9.14,85.0,7.863496028101996,0.663,12.1
6.238193173431374,96.0,96.0,8.36,96.0,8.095724912925371,0.849,16.0
6.028336932500572,97.0,95.0,4.76,95.0,8.169228327217466,0.643,13.5
3.765367331937069,89.0,89.0,5.37,89.0,5.617677748352778,0.658,11.3
6.610960073385368,96.0,98.0,8.59,99.0,8.768253983823174,0.778,15.7
5.748754548392426,96.0,95.0,4.53,96.0,8.210938437534661,0.684,12.2
3.246818193617772,89.0,92.0,6.1,92.0,7.225255442872647,0.81,15.8
5.537337342604358,93.0,93.0,6.91,93.0,7.204386223073371,0.601,11.0
6.711510331854012,93.0,97.0,9.9,95.0,8.66945992115201,0.754,13.6
3.882104142652586,51.0,61.0,5.29,62.0,5.573240696677057,0.462,8.3
2.874358841067427,99.0,99.0,6.49,99.0,5.167458388412242,0.673,12.0
9.284553478960188,91.0,92.0,9.42,92.0,11.038362517008984,0.936,20.4
3.5481180443626186,81.0,8.0,5.3,85.0,5.619747474767535,0.473,8.9
8.189324327382314,82.0,96.0,9.6,96.0,10.03551737461766,0.826,14.8
6.824164131787131,98.0,98.0,5.2,98.0,9.126770671435972,0.748,14.1
2.456739253958102,95.0,95.0,6.88,95.0,4.720527134406674,0.488,10.4
6.353386423639346,86.0,8.0,1.49,86.0,8.407592271270984,0.679,12.3
6.490007465895215,73.0,65.0,6.2,73.0,8.213046658408775,0.614,10.7
3.678419096081516,72.0,72.0,0.92,72.0,6.746250772665493,0.599,12.4
6.815098481423579,95.0,99.0,8.27,99.0,8.574450484256385,0.86,13.5
4.148673088928085,96.0,96.0,3.16,96.0,6.729572355418824,0.545,9.4
6.235175128194226,98.0,98.0,4.29,98.0,8.56233417933844,0.696,12.8
4.605979395989346,86.0,96.0,5.81,96.0,6.7266090152606255,0.7,12.3
0.0,73.0,73.0,6.53,71.0,4.066430909313317,0.427,10.0
6.557563180489206,95.0,96.0,8.1,96.0,8.563268695179456,0.902,18.6
4.230240259570023,62.0,69.0,6.86,61.0,5.8359794106227,0.401,8.1
5.945324381201998,85.0,85.0,6.86,85.0,7.820421785679079,0.578,10.1
6.409040449431624,88.0,88.0,8.35,88.0,8.089707820134132,0.891,19.2
3.194882794772921,66.0,69.0,4.94,72.0,5.1866431782057925,0.494,9.9
6.6926915961876805,83.0,79.0,7.53,82.0,8.72036255460655,0.612,12.9
6.751115007792478,99.0,99.0,2.59,99.0,9.423674314823366,0.742,11.5
5.3616954923435225,96.0,99.0,7.46,99.0,7.93700582813985,0.85,13.8
2.519618785879129,91.0,91.0,3.29,91.0,5.763086801266379,0.405,5.3
6.521385039532793,9.0,92.0,6.74,92.0,8.692514586314296,0.762,13.6
5.641915578703341,99.0,99.0,4.73,99.0,8.338684354001463,0.729,14.8
3.5434549485337867,96.0,94.0,7.38,95.0,7.694473354940552,0.87,15.7
6.7390853525950485,8.0,84.0,4.22,84.0,8.658804379404,0.703,13.0
2.3461114672207826,79.0,82.0,8.6,82.0,5.040680774007513,0.703,12.2
2.145907567813666,98.0,98.0,7.53,98.0,4.351180131839185,0.488,10.8
0.2434544886146533,95.0,97.0,3.4,97.0,3.352176100787315,0.64,10.9
5.066657305623769,95.0,95.0,5.48,95.0,7.822185702354943,0.581,10.0
8.797502419877352,95.0,95.0,8.32,95.0,10.804306461444362,0.895,18.5
8.698445514950658,86.0,86.0,1.53,86.0,10.55172693428379,0.848,14.9
5.714081756829995,97.0,97.0,8.45,97.0,7.567272400319334,0.606,11.5
5.775157884975422,96.0,98.0,3.55,98.0,7.970619953048466,0.682,12.0
4.150790985471708,8.0,8.0,3.36,8.0,7.219117557811584,0.491,7.8
3.281793998201025,92.0,94.0,4.87,92.0,6.138845031508315,0.714,12.5
8.289051602695906,81.0,82.0,1.27,83.0,10.179313708539238,0.847,16.1
5.029780378461072,92.0,91.0,4.79,92.0,7.396839583803142,0.563,11.2
3.413841344136402,96.0,99.0,6.39,98.0,5.456125535314938,0.716,14.7
4.270282628379586,48.0,74.0,8.49,75.0,6.834304919784379,0.684,11.8
2.147438091236219,82.0,81.0,4.76,82.0,4.724834650646435,0.456,8.0
4.347935570774652,93.0,96.0,4.93,96.0,8.589617078737671,0.61,11.9
3.390101997916074,9.0,91.0,4.63,9.0,7.5041119479370995,0.57,11.5
4.264538407775875,77.0,77.0,1.5,77.0,8.601092187519464,0.0,15.2
3.4814192129844006,94.0,97.0,7.91,87.0,5.530391322827196,0.823,14.8
5.117577544352099,93.0,94.0,5.57,87.0,7.114862775718647,0.541,11.1
5.484346176728367,72.0,73.0,3.38,71.0,8.366400275651035,0.495,9.4
7.5522385001584915,82.0,96.0,9.15,98.0,9.463686321874516,0.788,15.9
5.153348173243992,75.0,9.0,7.97,9.0,7.298092447993557,0.461,7.0
5.591178424870783,87.0,96.0,6.8,99.0,7.389868292784891,0.877,13.5
3.6069111579342574,73.0,75.0,4.45,73.0,6.081505266980777,0.45,8.2
2.2470888478331044,64.0,8.0,2.53,71.0,5.1095418476737695,0.613,10.8
7.67043835563115,9.0,82.0,7.47,9.0,9.520917872317217,0.864,17.2
0.0,79.0,78.0,7.1,78.0,6.3069299603763165,0.434,9.8
2.091507047709576,68.0,68.0,7.87,68.0,4.16724228207777,0.454,9.5
4.351624406107081,7.0,7.0,4.86,7.0,6.025236164425894,0.503,10.2
6.530921224880472,84.0,84.0,5.92,84.0,8.659108528354782,0.684,11.7
6.507212464584779,95.0,96.0,5.25,95.0,8.941965992596137,0.678,12.4
2.803764455015171,98.0,98.0,2.87,98.0,5.475761799484698,0.779,12.8
3.567244774986716,99.0,99.0,5.11,99.0,6.144442869063653,0.613,11.6
2.3113107330313496,75.0,75.0,4.93,75.0,4.30080726521364,0.459,10.0
4.379519393670371,73.0,73.0,4.24,73.0,6.122412683497365,0.504,10.2
5.319666590873676,85.0,89.0,8.46,89.0,7.326827193199469,0.797,14.2
4.229774099063861,98.0,98.0,8.0,98.0,5.962944723266406,0.735,12.9
3.439776397946392,83.0,83.0,1.1,83.0,7.019991617895995,0.618,12.5
2.549199912727238,99.0,99.0,3.5,99.0,5.244115952941039,0.818,13.4
8.045700397595128,97.0,97.0,1.44,98.0,10.023031472480929,0.812,16.0
4.156639729860319,99.0,99.0,5.66,99.0,7.027724474360132,0.531,10.4
