Life expectancy,percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
74.5,5.404850132352103,91.0,91.0,7.42,91.0,8.396303271890602,0.759,13.5
74.5,5.2005871294659185,96.0,94.0,7.25,93.0,8.360627531169763,0.755,13.5
74.2,5.070523032716237,92.0,93.0,8.57,92.0,8.329385213701602,0.749,13.4
73.9,5.29806113372321,89.0,88.0,9.38,94.0,8.22326021202328,0.742,13.3
73.8,5.273887706607587,95.0,88.0,1.5,92.0,7.994793290042371,0.738,13.3
73.2,2.9720249782540664,54.0,93.0,1.19,88.0,5.626139844491035,0.734,12.8
73.9,5.028884866353336,89.0,9.0,8.99,92.0,8.06336179579024,0.735,13.1
74.4,4.674366772723682,94.0,88.0,8.17,98.0,7.821293738827988,0.722,12.5
73.9,4.71055515874684,84.0,89.0,8.39,88.0,7.535661910707389,0.714,12.6
73.9,2.3461114672207826,79.0,82.0,8.6,82.0,5.040680774007513,0.703,12.2
72.3,2.095876343428338,64.0,66.0,8.53,78.0,4.854895125033351,0.694,12.0
72.7,4.270282628379586,48.0,74.0,8.49,75.0,6.834304919784379,0.684,11.8
71.7,4.119982791153616,51.0,89.0,8.72,84.0,6.659786866755007,0.677,11.8
73.0,4.0622205375674225,61.0,83.0,7.82,87.0,6.599835317641592,0.673,11.7
71.8,3.8880794697246173,55.0,81.0,6.94,8.0,6.5410266961541454,0.6651734296831573,11.4
89.0,6.848807809041157,88.0,94.0,11.3,95.0,8.475048005197168,0.92,17.0
86.0,6.7989197884756765,88.0,94.0,11.16,95.0,8.445678162677309,0.919,16.9
86.0,6.734488586884643,88.0,94.0,1.99,95.0,8.404304165284973,0.916,16.9
85.0,6.769401689662082,88.0,94.0,1.93,95.0,8.451550692586146,0.912,16.8
81.0,8.933938251518027,88.0,94.0,11.25,95.0,10.640329961762937,0.907,16.7
80.0,8.941450042846888,88.0,95.0,11.4,96.0,10.639065972087597,0.906,16.7
79.9,9.022354562146585,87.0,95.0,1.39,96.0,10.729857916479007,0.903,16.6
79.8,8.959126041213924,86.0,95.0,1.18,96.0,10.641029994288125,0.898,16.6
79.6,8.76538612351538,87.0,94.0,1.34,96.0,10.503665799235314,0.892,16.5
79.2,8.701833032245307,9.0,95.0,1.52,96.0,10.454426640834274,0.884,16.4
79.1,8.673063779638463,88.0,96.0,1.37,96.0,10.439013622032542,0.877,16.4
78.5,6.369242723072119,9.0,96.0,1.62,97.0,8.119979590789486,0.872,16.3
78.4,6.082460813307353,87.0,97.0,1.4,93.0,7.834457403720865,0.867,16.3
78.3,8.30860257631206,86.0,96.0,1.15,93.0,10.07273724735152,0.86,16.2
78.0,8.352210060030052,84.0,94.0,1.1,9.0,10.074063174302536,0.855,16.2
62.1,4.59186147375091,98.0,93.0,3.56,98.0,7.267684482170683,0.576,11.7
61.9,3.390101997916074,9.0,91.0,4.63,9.0,7.5041119479370995,0.57,11.5
61.6,5.029780378461072,92.0,91.0,4.79,92.0,7.396839583803142,0.563,11.2
61.2,5.42151658550045,91.0,91.0,4.81,91.0,7.362631725275328,0.554,10.9
69.0,5.28311470244024,94.0,94.0,5.33,94.0,7.180584265971575,0.547,10.5
66.0,3.457038975486177,94.0,94.0,5.17,94.0,5.235193204732602,0.542,10.4
63.0,5.087662033691477,93.0,92.0,4.85,93.0,7.111035281784507,0.53,9.8
59.9,1.4306398119311339,94.0,94.0,5.3,94.0,3.0294918518185914,0.519,9.1
59.4,4.867737017629775,84.0,84.0,4.64,84.0,6.828641904353177,0.51,8.7
58.9,4.378410582756509,84.0,85.0,4.51,84.0,6.2129515150453205,0.499,8.1
58.3,3.9933773406036654,8.0,81.0,3.96,8.0,6.050190046497168,0.491,7.7
57.9,3.4686801087437065,8.0,8.0,3.12,8.0,5.925008331569343,0.489,7.9
57.6,1.467053266647121,8.0,8.0,3.7,78.0,3.700918517886502,0.484,7.6
88.0,7.679733701687501,96.0,99.0,8.8,99.0,9.983904730087067,0.862,17.2
86.0,7.688962321928744,98.0,99.0,9.26,99.0,9.993137173381243,0.86,17.1
84.0,7.835971789227548,98.0,99.0,9.24,99.0,10.009813289068376,0.858,16.8
85.0,8.068994062968406,95.0,99.0,9.77,99.0,10.162665728733588,0.86,16.7
83.0,8.068012669070797,95.0,99.0,9.18,99.0,10.200578682398836,0.859,16.4
80.0,5.923414304956371,95.0,99.0,9.76,99.0,7.997317741221238,0.857,16.2
79.9,8.21172376987035,95.0,99.0,9.76,99.0,10.373437495965806,0.853,15.9
79.4,8.197880950158309,95.0,99.0,9.41,99.0,10.269113736918227,0.855,16.4
79.7,5.76700970768118,94.0,98.0,9.34,98.0,7.816883545532196,0.85,16.3
79.3,7.932412176060647,93.0,96.0,9.36,96.0,10.023611656419295,0.839,15.6
79.2,5.6650847912856594,92.0,95.0,8.3,95.0,9.996802515946625,0.83,15.3
79.1,7.661960642416161,92.0,93.0,8.61,94.0,9.824367416370928,0.823,15.2
79.0,5.086915402833246,91.0,92.0,8.72,92.0,7.252984341018532,0.811,14.6
78.7,7.247096404261194,9.0,9.0,8.47,91.0,9.4366133279917,0.801,14.2
78.2,4.813665791649963,89.0,89.0,7.6,89.0,7.126050078073629,0.794,13.9
73.5,6.672382835508228,97.0,81.0,6.1,97.0,9.056113672359494,0.749,15.8
73.3,6.661145957576566,97.0,98.0,6.15,97.0,8.981759060933545,0.746,15.8
73.1,6.765038951636366,97.0,98.0,6.36,97.0,8.933820727174528,0.744,15.8
72.9,2.531086770278719,94.0,95.0,6.35,95.0,6.610001833418536,0.741,15.8
72.6,4.9893449192923764,97.0,94.0,6.41,97.0,8.904720597797011,0.6651734296831573,15.8
72.4,4.99341079241637,99.0,99.0,6.24,99.0,8.908813737653407,0.6651734296831573,15.6
72.1,6.627988084944765,99.0,99.0,5.76,99.0,8.98066860138247,0.6651734296831573,15.4
71.9,4.566364482490389,96.0,96.0,5.88,96.0,8.89885686086056,0.6651734296831573,15.3
71.7,6.497176672245919,91.0,91.0,5.99,91.0,8.819624388850587,0.6651734296831573,15.1
71.5,4.79210499700924,99.0,99.0,5.5,99.0,8.818114101403548,0.6651734296831573,14.9
73.0,4.624638178869048,83.0,84.0,5.24,83.0,8.672002676469383,0.6651734296831573,14.8
71.1,4.368756891023324,97.0,98.0,5.89,97.0,8.661247780230688,0.6651734296831573,14.6
79.0,6.242897242172874,98.0,98.0,6.67,98.0,8.574184373973814,0.6651734296831573,14.4
77.0,4.408103161651859,96.0,96.0,7.67,96.0,6.255670796770956,0.6651734296831573,14.3
71.7,6.490007465895215,73.0,65.0,6.2,73.0,8.213046658408775,0.614,10.7
71.4,6.36843922714129,85.0,84.0,6.3,85.0,8.147238730554822,0.611,10.7
71.3,6.185629833388309,96.0,94.0,6.33,96.0,8.10187511888464,0.616,10.6
71.1,6.128558988123613,88.0,88.0,6.28,88.0,8.067414154074152,0.609,10.5
77.0,6.096555883690371,94.0,94.0,6.64,94.0,7.946803214799965,0.602,10.5
76.0,6.101310247743797,92.0,92.0,6.79,92.0,7.8773036946869075,0.596,10.4
79.0,6.159567791479807,95.0,96.0,6.65,95.0,7.935666770631326,0.589,10.4
75.0,5.945324381201998,85.0,85.0,6.86,85.0,7.820421785679079,0.578,10.1
69.7,5.86653742959778,89.0,9.0,7.7,89.0,7.722043070008147,0.57,9.8
69.2,3.749703029549552,87.0,87.0,6.79,87.0,5.630617985487528,0.567,9.6
58.1,3.943129441117485,51.0,42.0,5.64,51.0,6.333274986921104,0.412,8.6
58.8,1.8149336691253164,63.0,63.0,5.49,63.0,4.0104070741732,0.406,8.5
58.4,1.676148609313836,62.0,63.0,5.39,62.0,3.976847072043727,0.396,8.5
58.1,3.7671079879380174,63.0,63.0,4.73,63.0,6.131859332673901,0.385,8.4
57.8,3.4258035023821316,64.0,62.0,4.55,64.0,6.086209418519259,0.38,8.3
57.3,3.252219131394049,57.0,6.0,3.85,57.0,6.081509878022176,0.376,8.1
56.8,3.0294137585667804,57.0,59.0,3.21,6.0,6.083238307965722,0.371,7.9
56.4,0.8753131973415127,57.0,46.0,3.8,63.0,3.9211170291609396,0.364,7.6
58.4,3.9330118982448417,87.0,87.0,5.59,87.0,6.467117214512673,0.419,9.2
58.1,2.219272766437524,87.0,87.0,6.14,87.0,4.136227545694466,0.415,9.1
57.6,0.6670733771395146,87.0,87.0,5.96,87.0,4.230504129626032,0.416,9.1
57.1,3.724576504433435,86.0,85.0,5.46,86.0,6.542039431821256,0.41,9.0
56.7,3.994668359462059,83.0,82.0,6.7,83.0,6.30070765950068,0.405,8.9
56.3,3.8738992976723567,8.0,78.0,6.81,8.0,6.301194479947375,0.401,8.9
66.0,1.6373046713560362,98.0,97.0,5.25,98.0,3.8027260856207885,0.636,10.3
65.9,5.849049312037877,98.0,98.0,5.1,98.0,8.280249396518656,0.633,10.3
65.8,6.2115473117902535,97.0,97.0,6.57,97.0,8.239312439376187,0.63,10.6
65.6,6.286432362026029,93.0,93.0,6.8,93.0,8.143400430923638,0.624,10.3
65.9,3.892403687293815,95.0,95.0,6.6,95.0,5.790819776865325,0.618,10.2
66.1,6.147761571460412,98.0,97.0,7.32,98.0,7.907413361773698,0.618,10.5
66.3,6.203199121447829,93.0,93.0,7.46,93.0,7.854429698805473,0.618,10.7
65.7,5.896797285112704,94.0,94.0,6.45,94.0,7.753015310119314,0.62,11.2
65.2,5.145356053643445,93.0,92.0,4.67,93.0,7.573859831577332,0.622,11.7
65.0,2.9158260862694556,93.0,93.0,5.83,93.0,5.295589729927234,0.619,11.4
65.1,1.0210762573768208,91.0,91.0,5.73,91.0,4.9876300920276355,0.613,11.2
65.3,2.8610282021818687,9.0,91.0,5.97,9.0,6.895476013738377,0.611,11.1
65.3,2.4795874277770653,91.0,93.0,5.84,91.0,4.583614346252747,0.609,11.0
65.4,2.8063732177521574,85.0,9.0,5.82,85.0,6.831503136198187,0.606,10.9
63.1,1.8088213241018798,48.0,55.0,7.56,48.0,4.432182671566704,0.487,9.1
62.7,1.7900433845967592,68.0,67.0,8.1,68.0,4.409953924684017,0.483,9.1
74.5,5.847529608783956,97.0,97.0,8.72,97.0,7.715886876939306,0.618,11.4
74.3,5.745421157355861,97.0,97.0,9.15,97.0,7.667520356341335,0.614,11.6
74.1,5.898724513745888,97.0,97.0,9.78,97.0,7.68679720291171,0.614,11.6
73.9,3.501467360696128,97.0,97.0,8.57,97.0,5.364033934141321,0.611,11.7
73.6,5.714081756829995,97.0,97.0,8.45,97.0,7.567272400319334,0.606,11.5
73.4,5.659904233317892,97.0,97.0,8.84,97.0,7.50466106909568,0.603,11.3
73.2,5.450657657896266,92.0,93.0,8.4,93.0,7.468853314702489,0.597,11.1
73.0,5.409332367529082,93.0,94.0,7.89,94.0,7.373733430603678,0.59,10.9
72.8,5.267496149731423,94.0,94.0,7.63,95.0,7.271445706269641,0.583,10.8
72.5,5.321611383022074,97.0,98.0,7.81,98.0,7.179873140557466,0.577,10.6
72.2,5.243068473823415,93.0,94.0,7.89,94.0,7.105505500280853,0.571,10.4
71.9,5.275220544706046,91.0,92.0,8.29,92.0,7.054745555629024,0.566,10.3
71.6,5.048981369095847,94.0,95.0,7.28,95.0,7.033393691330691,0.561,10.1
71.3,2.7949464672446185,95.0,99.0,6.88,96.0,4.740178237814568,0.557,9.9
71.0,3.394787246574538,93.0,88.0,6.63,94.0,5.245882183611735,0.551,9.8
68.0,4.471884922499879,79.0,84.0,4.69,85.0,7.361450959796997,0.607,11.6
67.6,4.229345979372595,7.0,82.0,4.53,83.0,7.281520116334271,0.599,11.5
67.3,4.189194710622143,73.0,79.0,4.39,82.0,7.277928496928048,0.59,11.3
66.8,4.183665638551428,44.0,79.0,4.33,82.0,7.288020149630224,0.58,10.8
66.4,4.073011941963381,38.0,76.0,4.28,79.0,7.205465548067349,0.569,10.4
66.0,0.6120381672095231,37.0,73.0,4.38,74.0,3.01149562650344,0.563,10.5
65.5,3.7848810566486466,29.0,69.0,4.34,7.0,6.9002115303256275,0.556,10.2
65.2,1.8301417418857542,6.0,67.0,4.23,64.0,4.780520609127252,0.546,9.9
64.8,3.5796064811557207,6.0,66.0,4.25,65.0,6.676150656042528,0.536,9.7
64.4,1.5062166402956578,8.0,65.0,4.28,65.0,4.367154084551131,0.526,9.4
64.0,3.344203962562767,6.0,58.0,4.22,63.0,6.433451821430018,0.518,9.2
68.9,5.303645369001144,78.0,8.0,2.85,78.0,8.158400545872341,0.682,12.9
68.7,3.1716932614160154,85.0,86.0,2.93,85.0,5.896230312169773,0.677,12.9
68.5,5.543100389283726,83.0,84.0,2.9,83.0,8.213098226930683,0.669,12.6
68.3,5.3607208306976695,81.0,81.0,2.71,81.0,8.198440549378285,0.662,12.3
68.1,5.25512467142811,83.0,82.0,2.74,81.0,8.043819521958637,0.656,12.1
67.9,4.8425958037166765,82.0,85.0,2.83,78.0,7.721102864339208,0.645,11.7
67.7,2.421559514668181,82.0,83.0,2.81,77.0,5.382326014856806,0.641,11.7
67.5,4.6408600094189545,76.0,77.0,3.1,73.0,7.526684792910602,0.638,11.0
67.3,4.290677658433158,66.0,78.0,2.91,72.0,7.369760758129287,0.632,10.9
67.2,1.853447456764827,65.0,79.0,2.79,72.0,4.851474124927992,0.629,11.1
65.3,4.0317787086735555,64.0,79.0,2.37,71.0,7.047143203595285,0.624,11.0
66.9,2.2470888478331044,64.0,8.0,2.53,71.0,5.1095418476737695,0.613,10.8
66.7,3.788242159288211,63.0,8.0,2.27,7.0,6.803012001349278,0.608,10.6
66.5,3.5541579607432254,62.0,77.0,2.23,76.0,6.618714611391116,0.604,10.6
66.3,1.4891540713689262,65.0,72.0,1.98,75.0,4.381119223100498,0.597,10.7
67.9,3.796030168659098,62.0,67.0,5.54,64.0,6.514338354150614,0.658,10.1
69.5,6.105617669482261,66.0,7.0,5.92,68.0,8.843070132753718,0.659,10.3
76.0,6.065324739977666,61.0,7.0,5.26,69.0,8.802691243631148,0.656,10.5
77.0,5.656410345599574,77.0,8.0,3.32,79.0,8.675156223043901,0.649,10.4
76.0,3.1277479842377485,72.0,74.0,3.82,74.0,6.117545239572895,0.646,10.4
74.0,5.2291639373509575,75.0,78.0,4.65,78.0,8.225809566263239,0.643,10.3
69.3,5.263499704681872,66.0,71.0,3.93,69.0,8.416781454771373,0.638,10.3
65.9,4.995593726785514,56.0,74.0,3.69,57.0,8.048860141016286,0.636,10.2
64.7,4.334122298249427,59.0,63.0,3.0,59.0,7.763366669867791,0.631,10.2
66.8,4.0974804986960995,65.0,69.0,4.13,65.0,7.523286323277989,0.628,10.1
67.2,3.8093388265173216,62.0,69.0,5.61,74.0,7.239083538724794,0.603,9.8
81.2,6.616556423625442,95.0,96.0,7.78,96.0,8.622332403988342,0.91,18.6
81.0,6.557563180489206,95.0,96.0,8.1,96.0,8.563268695179456,0.902,18.6
85.0,8.797502419877352,95.0,95.0,8.32,95.0,10.804306461444362,0.895,18.5
84.0,8.762169366228616,95.0,95.0,8.15,95.0,10.869872848527704,0.909,18.5
86.0,8.414104493890951,46.0,94.0,8.76,94.0,10.790134986455076,0.907,18.2
82.2,8.377778310108418,97.0,95.0,7.81,95.0,10.534329615787728,0.895,16.0
82.1,8.361917498465628,97.0,96.0,7.89,96.0,10.50217759564764,0.891,15.9
81.8,8.250929325998799,97.0,94.0,7.73,94.0,10.391165222634164,0.889,15.9
81.8,8.24121874948218,98.0,94.0,7.39,94.0,10.424010720851086,0.883,15.8
81.7,6.01715892410626,97.0,95.0,7.36,95.0,8.206036124775835,0.878,15.7
81.5,6.233752752046261,98.0,96.0,7.46,96.0,10.232678944806006,0.876,15.6
81.0,6.158150607019885,99.0,94.0,7.33,94.0,10.29750208902584,0.877,15.8
84.0,1.676180552715434,99.0,95.0,7.37,95.0,5.559284501638493,0.872,15.7
84.0,3.5434549485337867,96.0,94.0,7.38,95.0,7.694473354940552,0.87,15.7
80.0,5.529168465060279,96.0,95.0,7.44,93.0,7.867940136585294,0.866,15.8
81.0,7.547682463941429,99.0,95.0,7.35,95.0,9.897930742022233,0.863,15.9
79.7,7.457468337485712,98.0,93.0,7.44,93.0,9.849453633433551,0.863,16.0
79.3,7.439674336007487,98.0,91.0,7.49,9.0,9.82185207908436,0.855,15.3
79.3,3.1473079056469455,96.0,93.0,7.61,92.0,5.4688887428975335,0.85,15.1
78.9,5.302977010027784,98.0,93.0,7.13,93.0,7.674684006996487,0.845,15.2
82.5,8.483149173592736,95.0,95.0,9.25,95.0,10.474401141296978,0.877,16.3
82.3,6.182480870461401,96.0,96.0,9.22,96.0,8.171394432480845,0.876,16.5
82.0,8.475309158966631,96.0,96.0,9.28,97.0,10.457807179393821,0.877,16.6
82.0,8.601661495184524,96.0,96.0,9.27,96.0,10.55413645862203,0.872,16.4
81.8,8.56038079565814,96.0,96.0,9.42,96.0,10.487109268288657,0.869,16.4
81.6,8.564900224067596,96.0,96.0,9.41,96.0,10.518074231745159,0.868,16.3
81.5,4.210324565243476,96.0,96.0,8.89,96.0,6.142434423539492,0.866,16.3
81.3,8.562132441945506,97.0,97.0,8.48,97.0,10.537409689865575,0.862,16.1
81.2,6.16161134365371,96.0,97.0,8.82,96.0,8.114548562015832,0.856,16.0
88.0,8.413443813401079,96.0,97.0,8.71,95.0,10.372248602287122,0.851,15.8
89.0,8.359817455816065,96.0,97.0,8.49,94.0,10.347389771348531,0.846,15.6
79.9,8.166289707656793,95.0,97.0,8.17,96.0,10.217868484693604,0.841,15.4
80.0,7.967049618916406,95.0,96.0,8.23,93.0,10.007738264589689,0.836,15.2
79.8,1.4163943275852706,95.0,96.0,8.11,93.0,3.2511106550015585,0.828,14.9
79.4,3.4814192129844006,94.0,97.0,7.91,87.0,5.530391322827196,0.823,14.8
75.8,6.059836617204286,92.0,93.0,5.36,92.0,8.488123490079342,0.727,12.8
75.6,1.8652096219946102,93.0,86.0,5.91,93.0,4.045591057380707,0.727,12.8
75.3,3.642078365696075,96.0,96.0,5.66,96.0,6.258306521652012,0.725,12.8
75.2,3.5315030690390015,92.0,93.0,5.21,92.0,6.243291735293945,0.722,12.8
75.0,5.985514625126127,94.0,94.0,5.3,94.0,8.451849743532035,0.721,12.7
74.7,5.466821998159115,9.0,9.0,5.16,9.0,8.365063232489932,0.721,12.7
74.5,3.4893840182635762,92.0,91.0,5.4,91.0,6.201507413972096,0.718,12.6
74.2,3.281793998201025,92.0,94.0,4.87,92.0,6.138845031508315,0.714,12.5
74.0,5.273474158743775,97.0,99.0,4.22,95.0,8.369659815526079,0.709,12.5
73.5,2.8889883692329397,99.0,99.0,4.7,99.0,6.180529193089246,0.706,12.4
73.3,5.264360453857204,98.0,97.0,4.8,98.0,8.221740609267265,0.689,11.1
73.1,5.053621139082563,36.0,99.0,4.56,96.0,8.150820518426388,0.694,11.9
74.0,4.172515553172405,98.0,98.0,7.45,98.0,6.148356644385701,0.737,13.1
73.9,6.305588035516374,98.0,98.0,7.23,98.0,8.292515256036642,0.737,13.1
73.7,4.229774099063861,98.0,98.0,8.0,98.0,5.962944723266406,0.735,12.9
73.6,4.246582456412184,98.0,98.0,8.39,98.0,5.96184041610756,0.737,13.1
73.4,6.575035266833699,98.0,98.0,8.42,98.0,8.210720407508703,0.739,13.2
73.3,6.506896644862632,98.0,98.0,9.54,98.0,8.158556209653804,0.742,13.6
73.1,6.284653877487363,97.0,98.0,8.78,97.0,8.12761028577163,0.739,13.6
73.0,5.924958396256075,98.0,98.0,8.35,98.0,7.92438481319123,0.736,13.6
72.8,5.750547101507695,98.0,98.0,8.8,98.0,7.839269148670996,0.733,13.7
72.4,3.347885309158229,95.0,95.0,8.88,95.0,5.415379564685693,0.73,13.8
72.5,3.5122984722451025,95.0,95.0,9.5,95.0,5.570086809492064,0.723,13.5
72.3,5.43713891384684,97.0,97.0,9.15,97.0,7.5444453090536205,0.717,13.2
72.1,5.56128620783751,95.0,95.0,9.68,95.0,7.502897257124508,0.712,13.0
71.9,5.520250037041881,97.0,97.0,9.9,99.0,7.455452262176026,0.706,12.7
71.7,5.430645735204321,93.0,94.0,9.65,91.0,7.41390353449639,0.7,12.6
69.9,3.236508927505592,95.0,95.0,4.36,95.0,7.160508202133014,0.789,15.0
69.5,3.3108081570724495,99.0,98.0,4.3,98.0,7.237674735817192,0.782,15.0
69.1,5.465341709461229,95.0,98.0,4.32,99.0,9.424498863868822,0.774,14.7
68.5,5.193901587819044,99.0,99.0,4.6,99.0,9.361809535750703,0.766,14.4
67.8,2.4974630538278046,99.0,98.0,4.42,99.0,4.591577948636856,0.763,14.5
67.8,6.696099615972595,99.0,99.0,4.13,98.0,8.877141621647638,0.758,14.6
66.6,6.564318858528478,99.0,99.0,3.65,99.0,9.049533463780312,0.758,14.6
65.3,6.216067856456811,94.0,94.0,3.19,93.0,8.820612993149215,0.754,14.7
65.0,4.346382479684544,99.0,99.0,3.73,99.0,8.574060296718862,0.747,14.3
64.6,5.866072303562439,94.0,99.0,4.7,98.0,8.235434595684797,0.737,13.9
64.7,3.5529624132350386,99.0,99.0,3.95,82.0,7.963908223334671,0.725,13.5
64.4,3.195975916842342,99.0,99.0,3.7,99.0,5.595170965425908,0.714,13.1
64.7,4.984306738213406,95.0,95.0,3.61,95.0,7.4141580121717405,0.7,12.7
64.4,2.6107195639479075,95.0,95.0,3.47,95.0,5.016794626404158,0.685,12.3
63.9,4.7321653879319845,99.0,96.0,4.16,97.0,7.115548006999639,0.676,12.1
62.9,5.147277374178614,92.0,93.0,5.72,92.0,7.1979186205380845,0.546,11.1
62.6,5.117577544352099,93.0,94.0,5.57,87.0,7.114862775718647,0.541,11.1
62.1,5.0448883664924,94.0,94.0,5.49,94.0,7.052944380693379,0.536,11.1
61.2,4.706870664273228,96.0,97.0,5.23,96.0,6.89613340254172,0.53,11.1
63.0,4.053346201629431,9.0,9.0,3.97,9.0,6.875591247977262,0.523,11.1
59.1,2.097631521810257,88.0,89.0,4.17,88.0,4.541338103264136,0.514,10.7
57.9,4.119286746918796,88.0,88.0,3.9,88.0,6.8220876367764065,0.506,10.4
56.8,4.108142492124642,81.0,76.0,4.8,81.0,6.733617484071874,0.494,10.1
55.3,3.981620973886994,8.0,77.0,4.24,8.0,6.549169725276147,0.483,9.7
54.1,3.702702844780511,76.0,7.0,4.36,76.0,6.2553659653183145,0.474,9.6
53.0,3.6189330698745814,73.0,73.0,4.29,73.0,6.1309750559198495,0.461,8.9
52.4,3.6069111579342583,73.0,75.0,4.45,73.0,6.081505266980777,0.45,8.2
52.1,3.518587490947897,84.0,83.0,4.54,84.0,5.983556740408925,0.451,8.5
66.1,4.59382540856506,75.0,79.0,1.21,75.0,7.429842891813315,0.597,11.9
65.8,4.929130143073552,95.0,91.0,1.15,95.0,7.453192010089637,0.589,11.9
65.7,5.000281716983576,94.0,92.0,1.37,94.0,7.4758014296256885,0.581,11.9
65.5,3.448940616722666,95.0,95.0,1.42,99.0,7.434619559303389,0.585,11.9
65.3,2.9557752288151335,91.0,95.0,1.52,91.0,7.309322868288598,0.584,11.9
65.2,5.095530033755399,86.0,84.0,12.24,86.0,7.168799550334219,0.576,11.9
65.1,5.127648582906868,83.0,74.0,12.23,82.0,7.254406533177003,0.572,11.6
65.0,5.245501214780518,96.0,93.0,13.66,94.0,7.21423374544126,0.574,11.8
65.0,2.9546278829137047,88.0,86.0,1.93,86.0,7.049737032274726,0.576,12.1
64.9,4.725077305513602,5.0,74.0,1.6,79.0,7.102957412990341,0.6651734296831573,12.2
64.8,2.453095506513021,67.0,61.0,1.39,62.0,4.7416973368446245,0.6651734296831573,12.4
64.7,1.0171901536330776,73.0,79.0,9.98,7.0,4.756916549189766,0.6651734296831573,11.6
64.6,4.273267603654815,79.0,96.0,9.1,77.0,6.718512473509951,0.6651734296831573,11.7
64.3,4.110412421331494,85.0,88.0,9.0,85.0,6.6011611572478275,0.6651734296831573,10.4
64.1,2.4911730837809176,9.0,9.0,8.12,9.0,6.681850122193321,0.6651734296831573,10.0
74.6,7.81677845201004,96.0,94.0,3.4,95.0,10.66889681621583,0.787,13.0
74.5,7.935114136594145,99.0,99.0,2.56,99.0,10.787274887963342,0.796,13.1
74.3,7.99259785310499,98.0,98.0,2.57,98.0,10.844777452934412,0.794,13.2
74.2,7.932397226230109,99.0,99.0,2.62,99.0,10.784557059590295,0.792,13.4
74.0,7.60617633070364,99.0,98.0,2.76,98.0,10.558377596513742,0.79,13.5
73.9,8.007243263117028,99.0,99.0,3.87,99.0,10.533916210755475,0.788,13.6
73.8,7.639831181993304,99.0,99.0,1.93,99.0,10.925452725588336,0.787,13.8
73.7,7.846317693016503,99.0,99.0,2.13,99.0,10.731929672819374,0.787,13.9
73.6,7.801573085686049,99.0,99.0,2.25,99.0,10.662388700825954,0.787,14.1
73.6,5.4830324694403645,99.0,99.0,2.38,99.0,8.17477649102789,0.789,14.2
73.5,7.457074540877181,94.0,98.0,2.76,98.0,10.200729822818392,0.791,14.4
73.4,5.07523551770519,99.0,99.0,3.23,99.0,7.728666457045646,0.788,14.1
73.3,7.0989379160203905,99.0,99.0,3.56,99.0,9.786415378470265,0.785,13.9
73.2,4.73794941017985,99.0,99.0,3.61,99.0,7.412140775575177,0.786,14.0
73.2,6.8678972592721665,95.0,94.0,2.51,98.0,9.819583216238064,0.786,14.1
74.4,7.341895937891436,92.0,92.0,5.88,92.0,9.663079409636529,0.822,16.0
74.1,5.019341870949898,94.0,94.0,5.67,94.0,7.3351314045481315,0.814,15.4
73.8,7.213047992789179,9.0,91.0,5.91,91.0,9.534151067089045,0.812,15.5
73.6,3.246818193617772,89.0,92.0,6.1,92.0,7.225255442872647,0.81,15.8
72.8,7.0129883437184395,91.0,92.0,6.55,92.0,9.334963910840672,0.815,16.0
72.6,7.037575531336361,92.0,94.0,6.84,94.0,9.410859820637477,0.821,16.4
71.9,5.538916612087795,93.0,94.0,6.63,94.0,9.70195450374309,0.819,16.3
78.0,5.14742711291665,91.0,94.0,7.1,94.0,7.275974559898705,0.814,16.2
75.0,7.003291648658149,94.0,96.0,6.8,96.0,9.176677657293917,0.807,16.2
76.0,4.4764903188018135,99.0,99.0,6.37,99.0,8.930592420974898,0.791,15.9
71.0,4.394854473754129,98.0,99.0,6.51,99.0,8.756652907215383,0.776,15.5
78.0,6.171835225300158,98.0,98.0,6.15,98.0,8.544021461378266,0.761,15.2
73.0,5.933456703928588,98.0,98.0,6.29,97.0,8.326843318562746,0.746,14.8
69.9,5.808968487789348,96.0,97.0,6.17,97.0,8.181399088810169,0.728,14.2
71.0,5.676812281722708,95.0,96.0,6.0,96.0,8.117828824683656,0.716,13.7
74.8,4.951431043782792,81.0,75.0,6.39,81.0,9.007301044630166,0.763,13.3
74.9,2.7444531422929948,81.0,75.0,6.63,81.0,6.742037300331668,0.766,13.3
75.0,5.0248845094441705,81.0,75.0,6.99,81.0,9.081250151871991,0.763,13.3
75.0,6.728703589580114,81.0,75.0,7.12,81.0,9.075203725907201,0.758,13.2
74.9,6.692574483859991,81.0,75.0,7.19,81.0,9.078501976736774,0.752,13.3
74.7,2.212701261545281,81.0,75.0,7.42,81.0,4.4458095344640345,0.746,13.2
74.5,4.250482532079801,81.0,75.0,8.7,81.0,6.5705688499862545,0.74,13.1
74.4,2.2932346301520803,8.0,75.0,8.9,8.0,6.422063008064634,0.731,12.9
74.1,6.283349468018527,78.0,75.0,8.83,78.0,8.58926433163544,0.733,13.2
73.9,6.447391551896717,77.0,74.0,8.42,77.0,8.58306356730389,0.6651734296831573,13.7
73.7,6.428689085754386,75.0,74.0,8.91,75.0,8.598814386776175,0.6651734296831573,14.2
73.5,6.270832770972506,74.0,74.0,9.3,74.0,8.599080909856324,0.6651734296831573,14.8
73.2,4.264538407775875,77.0,77.0,1.5,77.0,8.601092187519464,0.6651734296831573,15.2
